ccode,country,year,leadid,polity,start_date,start_month,start_year,end_month,end_year,gender,econ_style_first,econ_style_last,econ_style_alias,leader
339,Albania,2002,A2.9-4924,7,29,10,1999,2,2002,1,ilir,meta,NA,Meta
339,Albania,2002,A2.9-4927,7,22,2,2002,7,2002,1,pandeli,majko,NA,Majko
339,Albania,2002,A2.9-4930,7,31,7,2002,9,2005,1,fatos,nano,NA,Fatos Nano
339,Albania,2003,A2.9-4930,7,31,7,2002,9,2005,1,fatos,nano,NA,Fatos Nano
339,Albania,2004,A2.9-4930,7,31,7,2002,9,2005,1,fatos,nano,NA,Fatos Nano
339,Albania,2005,A2.9-4930,9,31,7,2002,9,2005,1,fatos,nano,NA,Fatos Nano
339,Albania,2005,A3.0-79,9,11,9,2005,9,2013,1,sali,berisha,NA,Berisha
339,Albania,2006,A3.0-79,9,11,9,2005,9,2013,1,sali,berisha,NA,Berisha
339,Albania,2007,A3.0-79,9,11,9,2005,9,2013,1,sali,berisha,NA,Berisha
339,Albania,2008,A3.0-79,9,11,9,2005,9,2013,1,sali,berisha,NA,Berisha
339,Albania,2009,A3.0-79,9,11,9,2005,9,2013,1,sali,berisha,NA,Berisha
339,Albania,2010,A3.0-79,9,11,9,2005,9,2013,1,sali,berisha,NA,Berisha
339,Albania,2011,A3.0-79,9,11,9,2005,9,2013,1,sali,berisha,NA,Berisha
339,Albania,2012,A3.0-79,9,11,9,2005,9,2013,1,sali,berisha,NA,Berisha
339,Albania,2013,A3.0-79,9,11,9,2005,9,2013,1,sali,berisha,NA,Berisha
339,Albania,2013,cb-339-1,9,15,9,2013,8,2021,1,edi,rama,NA,Rama
339,Albania,2014,cb-339-1,9,15,9,2013,8,2021,1,edi,rama,NA,Rama
339,Albania,2015,cb-339-1,9,15,9,2013,8,2021,1,edi,rama,NA,Rama
339,Albania,2016,cb-339-1,9,15,9,2013,8,2021,1,edi,rama,NA,Rama
339,Albania,2017,cb-339-1,9,15,9,2013,8,2021,1,edi,rama,NA,Rama
339,Albania,2018,cb-339-1,9,15,9,2013,8,2021,1,edi,rama,NA,Rama
160,Argentina,1992,A2.9-2635,7,8,7,1989,12,1999,1,carlos,menem,NA,Menem
160,Argentina,1993,A2.9-2635,7,8,7,1989,12,1999,1,carlos,menem,NA,Menem
160,Argentina,1994,A2.9-2635,7,8,7,1989,12,1999,1,carlos,menem,NA,Menem
160,Argentina,1995,A2.9-2635,7,8,7,1989,12,1999,1,carlos,menem,NA,Menem
160,Argentina,1996,A2.9-2635,7,8,7,1989,12,1999,1,carlos,menem,NA,Menem
160,Argentina,1997,A2.9-2635,7,8,7,1989,12,1999,1,carlos,menem,NA,Menem
160,Argentina,1998,A2.9-2635,7,8,7,1989,12,1999,1,carlos,menem,NA,Menem
160,Argentina,1999,A2.9-2635,8,8,7,1989,12,1999,1,carlos,menem,NA,Menem
160,Argentina,1999,A2.9-2638,8,10,12,1999,12,2001,1,fernando,de la rua,NA,de la Rua
160,Argentina,2000,A2.9-2638,8,10,12,1999,12,2001,1,fernando,de la rua,NA,de la Rua
160,Argentina,2001,A2.9-2638,8,10,12,1999,12,2001,1,fernando,de la rua,NA,de la Rua
160,Argentina,2001,A2.9-2644,8,23,12,2001,1,2002,1,adolfo,rodriguez saa,NA,Adolfo Rodriguez Saa
160,Argentina,2002,A2.9-2644,8,23,12,2001,1,2002,1,adolfo,rodriguez saa,NA,Adolfo Rodriguez Saa
160,Argentina,2002,A2.9-2647,8,2,1,2002,5,2003,1,eduardo,duhalde,NA,Eduardo Duhalde
160,Argentina,2003,A2.9-2647,8,2,1,2002,5,2003,1,eduardo,duhalde,NA,Eduardo Duhalde
160,Argentina,2003,A2.9-2650,8,25,5,2003,12,2007,1,nestor,kirchner,NA,Nestor Kirchner
160,Argentina,2004,A2.9-2650,8,25,5,2003,12,2007,1,nestor,kirchner,NA,Nestor Kirchner
160,Argentina,2005,A2.9-2650,8,25,5,2003,12,2007,1,nestor,kirchner,NA,Nestor Kirchner
160,Argentina,2006,A2.9-2650,8,25,5,2003,12,2007,1,nestor,kirchner,NA,Nestor Kirchner
160,Argentina,2007,A2.9-2650,8,25,5,2003,12,2007,1,nestor,kirchner,NA,Nestor Kirchner
160,Argentina,2007,A3.0-37,8,10,12,2007,12,2015,0,cristina,fernandez,cristina fernandez de kirchner,Fernandez de Kirchner
160,Argentina,2008,A3.0-37,8,10,12,2007,12,2015,0,cristina,fernandez,cristina fernandez de kirchner,Fernandez de Kirchner
160,Argentina,2009,A3.0-37,8,10,12,2007,12,2015,0,cristina,fernandez,cristina fernandez de kirchner,Fernandez de Kirchner
160,Argentina,2010,A3.0-37,8,10,12,2007,12,2015,0,cristina,fernandez,cristina fernandez de kirchner,Fernandez de Kirchner
160,Argentina,2011,A3.0-37,8,10,12,2007,12,2015,0,cristina,fernandez,cristina fernandez de kirchner,Fernandez de Kirchner
160,Argentina,2012,A3.0-37,8,10,12,2007,12,2015,0,cristina,fernandez,cristina fernandez de kirchner,Fernandez de Kirchner
160,Argentina,2013,A3.0-37,8,10,12,2007,12,2015,0,cristina,fernandez,cristina fernandez de kirchner,Fernandez de Kirchner
160,Argentina,2014,A3.0-37,8,10,12,2007,12,2015,0,cristina,fernandez,cristina fernandez de kirchner,Fernandez de Kirchner
160,Argentina,2015,A3.0-37,9,10,12,2007,12,2015,0,cristina,fernandez,cristina fernandez de kirchner,Fernandez de Kirchner
160,Argentina,2015,cb.0-38,9,10,12,2015,12,2019,1,mauricio,macri,NA,Macri
160,Argentina,2016,cb.0-38,9,10,12,2015,12,2019,1,mauricio,macri,NA,Macri
160,Argentina,2017,cb.0-38,9,10,12,2015,12,2019,1,mauricio,macri,NA,Macri
160,Argentina,2018,cb.0-38,9,10,12,2015,12,2019,1,mauricio,macri,NA,Macri
900,Australia,1992,A2.9-8965,10,19,12,1991,3,1996,1,paul,keating,NA,Keating
900,Australia,1993,A2.9-8965,10,19,12,1991,3,1996,1,paul,keating,NA,Keating
900,Australia,1994,A2.9-8965,10,19,12,1991,3,1996,1,paul,keating,NA,Keating
900,Australia,1995,A2.9-8965,10,19,12,1991,3,1996,1,paul,keating,NA,Keating
900,Australia,1996,A2.9-8965,10,19,12,1991,3,1996,1,paul,keating,NA,Keating
900,Australia,1996,A2.9-8968,10,11,3,1996,12,2007,1,john,howard,NA,Howard
900,Australia,1997,A2.9-8968,10,11,3,1996,12,2007,1,john,howard,NA,Howard
900,Australia,1998,A2.9-8968,10,11,3,1996,12,2007,1,john,howard,NA,Howard
900,Australia,1999,A2.9-8968,10,11,3,1996,12,2007,1,john,howard,NA,Howard
900,Australia,2000,A2.9-8968,10,11,3,1996,12,2007,1,john,howard,NA,Howard
900,Australia,2001,A2.9-8968,10,11,3,1996,12,2007,1,john,howard,NA,Howard
900,Australia,2002,A2.9-8968,10,11,3,1996,12,2007,1,john,howard,NA,Howard
900,Australia,2003,A2.9-8968,10,11,3,1996,12,2007,1,john,howard,NA,Howard
900,Australia,2004,A2.9-8968,10,11,3,1996,12,2007,1,john,howard,NA,Howard
900,Australia,2005,A2.9-8968,10,11,3,1996,12,2007,1,john,howard,NA,Howard
900,Australia,2006,A2.9-8968,10,11,3,1996,12,2007,1,john,howard,NA,Howard
900,Australia,2007,A2.9-8968,10,11,3,1996,12,2007,1,john,howard,NA,Howard
900,Australia,2007,A3.0-217,10,3,12,2007,6,2010,1,kevin,rudd,NA,Rudd
900,Australia,2008,A3.0-217,10,3,12,2007,6,2010,1,kevin,rudd,NA,Rudd
900,Australia,2009,A3.0-217,10,3,12,2007,6,2010,1,kevin,rudd,NA,Rudd
900,Australia,2010,A3.0-217,10,3,12,2007,6,2010,1,kevin,rudd,NA,Rudd
900,Australia,2010,A3.0-218,10,24,6,2010,6,2013,0,julia,gillard,NA,Gillard
900,Australia,2011,A3.0-218,10,24,6,2010,6,2013,0,julia,gillard,NA,Gillard
900,Australia,2012,A3.0-218,10,24,6,2010,6,2013,0,julia,gillard,NA,Gillard
900,Australia,2013,A3.0-218,10,24,6,2010,6,2013,0,julia,gillard,NA,Gillard
900,Australia,2013,cb-900-1,10,27,6,2013,9,2013,1,kevin,rudd,NA,Rudd
900,Australia,2013,cb-900-2,10,18,9,2013,9,2015,1,tony,abbott,NA,Abbott
900,Australia,2014,cb-900-2,10,18,9,2013,9,2015,1,tony,abbott,NA,Abbott
900,Australia,2015,cb-900-2,10,18,9,2013,9,2015,1,tony,abbott,NA,Abbott
900,Australia,2015,cb-900-3,10,15,9,2015,8,2018,1,malcolm,turnbull,NA,Turnbull
900,Australia,2016,cb-900-3,10,15,9,2015,8,2018,1,malcolm,turnbull,NA,Turnbull
900,Australia,2017,cb-900-3,10,15,9,2015,8,2018,1,malcolm,turnbull,NA,Turnbull
900,Australia,2018,cb-900-3,10,15,9,2015,8,2018,1,malcolm,turnbull,NA,Turnbull
900,Australia,2018,ctb-900-1,10,24,8,2018,8,2021,1,scott,morrisson,NA,Morrison
305,Austria,1992,A2.9-4507,10,16,6,1986,1,1997,1,franz,vranitzky,NA,Vranitzky
305,Austria,1993,A2.9-4507,10,16,6,1986,1,1997,1,franz,vranitzky,NA,Vranitzky
305,Austria,1994,A2.9-4507,10,16,6,1986,1,1997,1,franz,vranitzky,NA,Vranitzky
305,Austria,1995,A2.9-4507,10,16,6,1986,1,1997,1,franz,vranitzky,NA,Vranitzky
305,Austria,1996,A2.9-4507,10,16,6,1986,1,1997,1,franz,vranitzky,NA,Vranitzky
305,Austria,1997,A2.9-4507,10,16,6,1986,1,1997,1,franz,vranitzky,NA,Vranitzky
305,Austria,1997,A2.9-4510,10,28,1,1997,2,2000,1,viktor,klima,NA,Klima
305,Austria,1998,A2.9-4510,10,28,1,1997,2,2000,1,viktor,klima,NA,Klima
305,Austria,1999,A2.9-4510,10,28,1,1997,2,2000,1,viktor,klima,NA,Klima
305,Austria,2000,A2.9-4510,10,28,1,1997,2,2000,1,viktor,klima,NA,Klima
305,Austria,2000,A2.9-4513,10,5,2,2000,1,2007,1,wolfgang,schussel,NA,Schussel
305,Austria,2001,A2.9-4513,10,5,2,2000,1,2007,1,wolfgang,schussel,NA,Schussel
305,Austria,2002,A2.9-4513,10,5,2,2000,1,2007,1,wolfgang,schussel,NA,Schussel
305,Austria,2003,A2.9-4513,10,5,2,2000,1,2007,1,wolfgang,schussel,NA,Schussel
305,Austria,2004,A2.9-4513,10,5,2,2000,1,2007,1,wolfgang,schussel,NA,Schussel
305,Austria,2005,A2.9-4513,10,5,2,2000,1,2007,1,wolfgang,schussel,NA,Schussel
305,Austria,2006,A2.9-4513,10,5,2,2000,1,2007,1,wolfgang,schussel,NA,Schussel
305,Austria,2007,A2.9-4513,10,5,2,2000,1,2007,1,wolfgang,schussel,NA,Schussel
305,Austria,2007,A3.0-65,10,11,1,2007,12,2008,1,alfred,gusenbauer,NA,Gusenbauer
305,Austria,2008,A3.0-65,10,11,1,2007,12,2008,1,alfred,gusenbauer,NA,Gusenbauer
305,Austria,2008,A3.0-66,10,2,12,2008,5,2016,1,werner,faymann,NA,Faymann
305,Austria,2009,A3.0-66,10,2,12,2008,5,2016,1,werner,faymann,NA,Faymann
305,Austria,2010,A3.0-66,10,2,12,2008,5,2016,1,werner,faymann,NA,Faymann
305,Austria,2011,A3.0-66,10,2,12,2008,5,2016,1,werner,faymann,NA,Faymann
305,Austria,2012,A3.0-66,10,2,12,2008,5,2016,1,werner,faymann,NA,Faymann
305,Austria,2013,A3.0-66,10,2,12,2008,5,2016,1,werner,faymann,NA,Faymann
305,Austria,2014,A3.0-66,10,2,12,2008,5,2016,1,werner,faymann,NA,Faymann
305,Austria,2015,A3.0-66,10,2,12,2008,5,2016,1,werner,faymann,NA,Faymann
305,Austria,2016,A3.0-66,10,2,12,2008,5,2016,1,werner,faymann,NA,Faymann
305,Austria,2016,cb-305-1,10,9,5,2016,5,2016,1,reinhold,mitterlehner,NA,Mitterlehner
305,Austria,2016,se-305-2,10,17,5,2016,11,2017,1,christian,kern,NA,Kern
305,Austria,2017,se-305-2,10,17,5,2016,11,2017,1,christian,kern,NA,Kern
305,Austria,2017,se-305-3,10,18,12,2017,5,2019,1,sebastian,kurz,NA,Kurz
305,Austria,2018,se-305-3,10,18,12,2017,5,2019,1,sebastian,kurz,NA,Kurz
211,Belgium,1992,A2.9-3202,10,17,12,1981,3,1992,1,wilfried,martens,NA,Martens
211,Belgium,1992,A2.9-3205,10,7,3,1992,7,1999,1,jena-luc,dehaene,NA,Dehaene
211,Belgium,1993,A2.9-3205,10,7,3,1992,7,1999,1,jena-luc,dehaene,NA,Dehaene
211,Belgium,1994,A2.9-3205,10,7,3,1992,7,1999,1,jena-luc,dehaene,NA,Dehaene
211,Belgium,1995,A2.9-3205,10,7,3,1992,7,1999,1,jena-luc,dehaene,NA,Dehaene
211,Belgium,1996,A2.9-3205,10,7,3,1992,7,1999,1,jena-luc,dehaene,NA,Dehaene
211,Belgium,1997,A2.9-3205,10,7,3,1992,7,1999,1,jena-luc,dehaene,NA,Dehaene
211,Belgium,1998,A2.9-3205,10,7,3,1992,7,1999,1,jena-luc,dehaene,NA,Dehaene
211,Belgium,1999,A2.9-3205,10,7,3,1992,7,1999,1,jena-luc,dehaene,NA,Dehaene
211,Belgium,1999,A2.9-3208,10,12,7,1999,3,2008,1,guy,verhofstadt,NA,Verhofstadt
211,Belgium,2000,A2.9-3208,10,12,7,1999,3,2008,1,guy,verhofstadt,NA,Verhofstadt
211,Belgium,2001,A2.9-3208,10,12,7,1999,3,2008,1,guy,verhofstadt,NA,Verhofstadt
211,Belgium,2002,A2.9-3208,10,12,7,1999,3,2008,1,guy,verhofstadt,NA,Verhofstadt
211,Belgium,2003,A2.9-3208,10,12,7,1999,3,2008,1,guy,verhofstadt,NA,Verhofstadt
211,Belgium,2004,A2.9-3208,10,12,7,1999,3,2008,1,guy,verhofstadt,NA,Verhofstadt
211,Belgium,2005,A2.9-3208,10,12,7,1999,3,2008,1,guy,verhofstadt,NA,Verhofstadt
211,Belgium,2006,A2.9-3208,10,12,7,1999,3,2008,1,guy,verhofstadt,NA,Verhofstadt
211,Belgium,2007,A2.9-3208,8,12,7,1999,3,2008,1,guy,verhofstadt,NA,Verhofstadt
211,Belgium,2008,A2.9-3208,8,12,7,1999,3,2008,1,guy,verhofstadt,NA,Verhofstadt
211,Belgium,2008,A3.0-45,8,20,3,2008,12,2008,1,yves,leterme,NA,Leterme
211,Belgium,2008,A3.0-46,8,30,12,2008,11,2009,1,herman,van rompuy,NA,van Rompuy
211,Belgium,2009,A3.0-46,8,30,12,2008,11,2009,1,herman,van rompuy,NA,van Rompuy
211,Belgium,2009,A3.0-47,8,25,11,2009,12,2011,1,yves,leterme,NA,Leterme
211,Belgium,2010,A3.0-47,8,25,11,2009,12,2011,1,yves,leterme,NA,Leterme
211,Belgium,2011,A3.0-47,8,25,11,2009,12,2011,1,yves,leterme,NA,Leterme
211,Belgium,2011,A3.0-48,8,6,12,2011,10,2014,1,elio,di rupo,NA,Di Rupo
211,Belgium,2012,A3.0-48,8,6,12,2011,10,2014,1,elio,di rupo,NA,Di Rupo
211,Belgium,2013,A3.0-48,8,6,12,2011,10,2014,1,elio,di rupo,NA,Di Rupo
211,Belgium,2014,A3.0-48,8,6,12,2011,10,2014,1,elio,di rupo,NA,Di Rupo
211,Belgium,2014,cb-211-1,8,11,10,2014,10,2019,1,charles,michel,NA,Charles Michel
211,Belgium,2015,cb-211-1,8,11,10,2014,10,2019,1,charles,michel,NA,Charles Michel
211,Belgium,2016,cb-211-1,8,11,10,2014,10,2019,1,charles,michel,NA,Charles Michel
211,Belgium,2017,cb-211-1,8,11,10,2014,10,2019,1,charles,michel,NA,Charles Michel
211,Belgium,2018,cb-211-1,8,11,10,2014,10,2019,1,charles,michel,NA,Charles Michel
145,Bolivia,1992,A2.9-2206,9,6,8,1989,8,1993,1,jamie,paz,jamie paz zamora,Paz Zamora
145,Bolivia,1993,A2.9-2206,9,6,8,1989,8,1993,1,jamie,paz,jamie paz zamora,Paz Zamora
145,Bolivia,1993,A2.9-2209,9,6,8,1993,8,1997,1,gonzalo,sanchez,gonzalo sanchez de lozada,Gonzalo Sanchez de Lozada
145,Bolivia,1994,A2.9-2209,9,6,8,1993,8,1997,1,gonzalo,sanchez,gonzalo sanchez de lozada,Gonzalo Sanchez de Lozada
145,Bolivia,1995,A2.9-2209,9,6,8,1993,8,1997,1,gonzalo,sanchez,gonzalo sanchez de lozada,Gonzalo Sanchez de Lozada
145,Bolivia,1996,A2.9-2209,9,6,8,1993,8,1997,1,gonzalo,sanchez,gonzalo sanchez de lozada,Gonzalo Sanchez de Lozada
145,Bolivia,1997,A2.9-2209,9,6,8,1993,8,1997,1,gonzalo,sanchez,gonzalo sanchez de lozada,Gonzalo Sanchez de Lozada
145,Bolivia,1997,A2.9-2212,9,6,8,1997,8,2001,1,hugo,banzer,NA,Banzer Suarez
145,Bolivia,1998,A2.9-2212,9,6,8,1997,8,2001,1,hugo,banzer,NA,Banzer Suarez
145,Bolivia,1999,A2.9-2212,9,6,8,1997,8,2001,1,hugo,banzer,NA,Banzer Suarez
145,Bolivia,2000,A2.9-2212,9,6,8,1997,8,2001,1,hugo,banzer,NA,Banzer Suarez
145,Bolivia,2001,A2.9-2212,9,6,8,1997,8,2001,1,hugo,banzer,NA,Banzer Suarez
145,Bolivia,2001,A2.9-2215,9,7,8,2001,8,2002,1,jorge,quiroga,NA,Jorge Quiroga Ramirez
145,Bolivia,2002,A2.9-2215,9,7,8,2001,8,2002,1,jorge,quiroga,NA,Jorge Quiroga Ramirez
145,Bolivia,2002,A2.9-2218,9,8,8,2002,10,2003,1,gonzalo,sanchez,gonzalo sanchez de lozada,Gonzalo Sanchez de Lozada
145,Bolivia,2003,A2.9-2218,8,8,8,2002,10,2003,1,gonzalo,sanchez,gonzalo sanchez de lozada,Gonzalo Sanchez de Lozada
145,Bolivia,2003,A2.9-2221,8,17,10,2003,6,2005,1,carlos,mesa,NA,Carlos Mesa
145,Bolivia,2004,A2.9-2221,8,17,10,2003,6,2005,1,carlos,mesa,NA,Carlos Mesa
145,Bolivia,2005,A2.9-2221,8,17,10,2003,6,2005,1,carlos,mesa,NA,Carlos Mesa
145,Bolivia,2005,A3.0-33,8,9,6,2005,1,2006,1,eduardo,rodriguez,NA,Eduardo Rodriguez
145,Bolivia,2006,A3.0-33,8,9,6,2005,1,2006,1,eduardo,rodriguez,NA,Eduardo Rodriguez
145,Bolivia,2006,A3.0-34,8,22,1,2006,11,2019,1,evo,morales,NA,Evo Morales
145,Bolivia,2007,A3.0-34,8,22,1,2006,11,2019,1,evo,morales,NA,Evo Morales
145,Bolivia,2008,A3.0-34,8,22,1,2006,11,2019,1,evo,morales,NA,Evo Morales
145,Bolivia,2009,A3.0-34,7,22,1,2006,11,2019,1,evo,morales,NA,Evo Morales
145,Bolivia,2010,A3.0-34,7,22,1,2006,11,2019,1,evo,morales,NA,Evo Morales
145,Bolivia,2011,A3.0-34,7,22,1,2006,11,2019,1,evo,morales,NA,Evo Morales
145,Bolivia,2012,A3.0-34,7,22,1,2006,11,2019,1,evo,morales,NA,Evo Morales
145,Bolivia,2013,A3.0-34,7,22,1,2006,11,2019,1,evo,morales,NA,Evo Morales
145,Bolivia,2014,A3.0-34,7,22,1,2006,11,2019,1,evo,morales,NA,Evo Morales
145,Bolivia,2015,A3.0-34,7,22,1,2006,11,2019,1,evo,morales,NA,Evo Morales
145,Bolivia,2016,A3.0-34,7,22,1,2006,11,2019,1,evo,morales,NA,Evo Morales
145,Bolivia,2017,A3.0-34,7,22,1,2006,11,2019,1,evo,morales,NA,Evo Morales
145,Bolivia,2018,A3.0-34,7,22,1,2006,11,2019,1,evo,morales,NA,Evo Morales
571,Botswana,1992,A2.9-7030,7,13,7,1980,3,1998,1,ketumile,masire,quett masire,Masire
571,Botswana,1993,A2.9-7030,7,13,7,1980,3,1998,1,ketumile,masire,quett masire,Masire
571,Botswana,1994,A2.9-7030,7,13,7,1980,3,1998,1,ketumile,masire,quett masire,Masire
571,Botswana,1995,A2.9-7030,7,13,7,1980,3,1998,1,ketumile,masire,quett masire,Masire
571,Botswana,1996,A2.9-7030,7,13,7,1980,3,1998,1,ketumile,masire,quett masire,Masire
571,Botswana,1997,A2.9-7030,8,13,7,1980,3,1998,1,ketumile,masire,quett masire,Masire
571,Botswana,1998,A2.9-7030,8,13,7,1980,3,1998,1,ketumile,masire,quett masire,Masire
571,Botswana,1998,A2.9-7033,8,31,3,1998,3,2008,1,festus,mogae,NA,Mogae
571,Botswana,1999,A2.9-7033,8,31,3,1998,3,2008,1,festus,mogae,NA,Mogae
571,Botswana,2000,A2.9-7033,8,31,3,1998,3,2008,1,festus,mogae,NA,Mogae
571,Botswana,2001,A2.9-7033,8,31,3,1998,3,2008,1,festus,mogae,NA,Mogae
571,Botswana,2002,A2.9-7033,8,31,3,1998,3,2008,1,festus,mogae,NA,Mogae
571,Botswana,2003,A2.9-7033,8,31,3,1998,3,2008,1,festus,mogae,NA,Mogae
571,Botswana,2004,A2.9-7033,8,31,3,1998,3,2008,1,festus,mogae,NA,Mogae
571,Botswana,2005,A2.9-7033,8,31,3,1998,3,2008,1,festus,mogae,NA,Mogae
571,Botswana,2006,A2.9-7033,8,31,3,1998,3,2008,1,festus,mogae,NA,Mogae
571,Botswana,2007,A2.9-7033,8,31,3,1998,3,2008,1,festus,mogae,NA,Mogae
571,Botswana,2008,A2.9-7033,8,31,3,1998,3,2008,1,festus,mogae,NA,Mogae
571,Botswana,2008,A3.0-153,8,31,3,2008,4,2018,1,ian,khama,NA,Ian Khama
571,Botswana,2009,A3.0-153,8,31,3,2008,4,2018,1,ian,khama,NA,Ian Khama
571,Botswana,2010,A3.0-153,8,31,3,2008,4,2018,1,ian,khama,NA,Ian Khama
571,Botswana,2011,A3.0-153,8,31,3,2008,4,2018,1,ian,khama,NA,Ian Khama
571,Botswana,2012,A3.0-153,8,31,3,2008,4,2018,1,ian,khama,NA,Ian Khama
571,Botswana,2013,A3.0-153,8,31,3,2008,4,2018,1,ian,khama,NA,Ian Khama
571,Botswana,2014,A3.0-153,8,31,3,2008,4,2018,1,ian,khama,NA,Ian Khama
571,Botswana,2015,A3.0-153,8,31,3,2008,4,2018,1,ian,khama,NA,Ian Khama
571,Botswana,2016,A3.0-153,8,31,3,2008,4,2018,1,ian,khama,NA,Ian Khama
571,Botswana,2017,A3.0-153,8,31,3,2008,4,2018,1,ian,khama,NA,Ian Khama
571,Botswana,2018,A3.0-153,8,31,3,2008,4,2018,1,ian,khama,NA,Ian Khama
571,Botswana,2018,ks-571-01,8,1,4,2018,8,2021,1,mokgweetsi,masisi,NA,Mokgweetsi Masisi
140,Brazil,1992,A2.9-2047,8,15,3,1990,10,1992,1,fernando,collor,fernando collor de mello,Mello
140,Brazil,1992,A2.9-2050,8,2,10,1992,12,1994,1,itamar,franco,NA,"Franco, Itamar"
140,Brazil,1993,A2.9-2050,8,2,10,1992,12,1994,1,itamar,franco,NA,"Franco, Itamar"
140,Brazil,1994,A2.9-2050,8,2,10,1992,12,1994,1,itamar,franco,NA,"Franco, Itamar"
140,Brazil,1995,A2.9-2053,8,1,1,1995,1,2003,1,fernando,cardoso,fernando henrique cardoso,Cardoso
140,Brazil,1996,A2.9-2053,8,1,1,1995,1,2003,1,fernando,cardoso,fernando henrique cardoso,Cardoso
140,Brazil,1997,A2.9-2053,8,1,1,1995,1,2003,1,fernando,cardoso,fernando henrique cardoso,Cardoso
140,Brazil,1998,A2.9-2053,8,1,1,1995,1,2003,1,fernando,cardoso,fernando henrique cardoso,Cardoso
140,Brazil,1999,A2.9-2053,8,1,1,1995,1,2003,1,fernando,cardoso,fernando henrique cardoso,Cardoso
140,Brazil,2000,A2.9-2053,8,1,1,1995,1,2003,1,fernando,cardoso,fernando henrique cardoso,Cardoso
140,Brazil,2001,A2.9-2053,8,1,1,1995,1,2003,1,fernando,cardoso,fernando henrique cardoso,Cardoso
140,Brazil,2002,A2.9-2053,8,1,1,1995,1,2003,1,fernando,cardoso,fernando henrique cardoso,Cardoso
140,Brazil,2003,A2.9-2053,8,1,1,1995,1,2003,1,fernando,cardoso,fernando henrique cardoso,Cardoso
140,Brazil,2003,A2.9-2056,8,1,1,2003,1,2011,1,luiz inacio,lula da silva,lula,Lula da Silva
140,Brazil,2004,A2.9-2056,8,1,1,2003,1,2011,1,luiz inacio,lula da silva,lula,Lula da Silva
140,Brazil,2005,A2.9-2056,8,1,1,2003,1,2011,1,luiz inacio,lula da silva,lula,Lula da Silva
140,Brazil,2006,A2.9-2056,8,1,1,2003,1,2011,1,luiz inacio,lula da silva,lula,Lula da Silva
140,Brazil,2007,A2.9-2056,8,1,1,2003,1,2011,1,luiz inacio,lula da silva,lula,Lula da Silva
140,Brazil,2008,A2.9-2056,8,1,1,2003,1,2011,1,luiz inacio,lula da silva,lula,Lula da Silva
140,Brazil,2009,A2.9-2056,8,1,1,2003,1,2011,1,luiz inacio,lula da silva,lula,Lula da Silva
140,Brazil,2010,A2.9-2056,8,1,1,2003,1,2011,1,luiz inacio,lula da silva,lula,Lula da Silva
140,Brazil,2011,A2.9-2056,8,1,1,2003,1,2011,1,luiz inacio,lula da silva,lula,Lula da Silva
140,Brazil,2011,A3.0-32,8,1,1,2011,5,2016,0,dilma,rousseff,NA,Rousseff
140,Brazil,2012,A3.0-32,8,1,1,2011,5,2016,0,dilma,rousseff,NA,Rousseff
140,Brazil,2013,A3.0-32,8,1,1,2011,5,2016,0,dilma,rousseff,NA,Rousseff
140,Brazil,2014,A3.0-32,8,1,1,2011,5,2016,0,dilma,rousseff,NA,Rousseff
140,Brazil,2015,A3.0-32,8,1,1,2011,5,2016,0,dilma,rousseff,NA,Rousseff
140,Brazil,2016,A3.0-32,8,1,1,2011,5,2016,0,dilma,rousseff,NA,Rousseff
140,Brazil,2016,cb-140-1,8,31,8,2016,1,2019,1,michel,temer,NA,Temer
140,Brazil,2017,cb-140-1,8,31,8,2016,1,2019,1,michel,temer,NA,Temer
140,Brazil,2018,cb-140-1,8,31,8,2016,1,2019,1,michel,temer,NA,Temer
355,Bulgaria,1992,A2.9-5377,8,8,11,1991,12,1992,1,philip,dimitrov,NA,Dimitrov
355,Bulgaria,1992,A2.9-5380,8,30,12,1992,10,1994,1,lyuben,berov,NA,Berov
355,Bulgaria,1993,A2.9-5380,8,30,12,1992,10,1994,1,lyuben,berov,NA,Berov
355,Bulgaria,1994,A2.9-5380,8,30,12,1992,10,1994,1,lyuben,berov,NA,Berov
355,Bulgaria,1994,A2.9-5383,8,17,10,1994,1,1995,0,reneta,indzhova,NA,Indzhova
355,Bulgaria,1995,A2.9-5383,8,17,10,1994,1,1995,0,reneta,indzhova,NA,Indzhova
355,Bulgaria,1995,A2.9-5386,8,25,1,1995,2,1997,1,zhan,videnov,NA,Videnov
355,Bulgaria,1996,A2.9-5386,8,25,1,1995,2,1997,1,zhan,videnov,NA,Videnov
355,Bulgaria,1997,A2.9-5386,8,25,1,1995,2,1997,1,zhan,videnov,NA,Videnov
355,Bulgaria,1997,A2.9-5389,8,13,2,1997,5,1997,1,stefan,sofiyanski,NA,Sofiyanski
355,Bulgaria,1997,A2.9-5392,8,21,5,1997,7,2001,1,ivan,kostov,NA,Kostov
355,Bulgaria,1998,A2.9-5392,8,21,5,1997,7,2001,1,ivan,kostov,NA,Kostov
355,Bulgaria,1999,A2.9-5392,8,21,5,1997,7,2001,1,ivan,kostov,NA,Kostov
355,Bulgaria,2000,A2.9-5392,8,21,5,1997,7,2001,1,ivan,kostov,NA,Kostov
355,Bulgaria,2001,A2.9-5392,9,21,5,1997,7,2001,1,ivan,kostov,NA,Kostov
